id,path,name,title,description,keywords
137,/problems/analyzes-with-odd-id-and-specified-cost-price,Анализы с нечетным ID и заданной себестоимостью,Задача: Анализы с нечетным ID и заданной себестоимостью | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
138,/problems/third-analysis-by-the-number-of-sales,Третий анализ по количеству продаж,Задача: Третий анализ по количеству продаж | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
139,/problems/analyzes-groups-and-temperature-regime,Группы и температурный режим анализов,Задача: Группы и температурный режим анализов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
140,/problems/analyzes-with-big-salary,Сотрудники с большой зарплатой,Задача: Сотрудники с большой зарплатой | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
141,/problems/analyzes-that-have-never-been-ordered,"Анализы, которые никогда не заказывались","Задача: Анализы, которые никогда не заказывались | IT Resume","Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
142,/tests/python-oop-test-1,Тест по ООП в Python: Часть 1,Тест: ООП в Python - Часть 1 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
143,/tests/data-structures-1,Тест по структурам данных: Часть 1,Тест: Структуры данных - Часть 1 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
144,/problems/sales-growth-from-the-previous-day,Рост продаж по сравнению с предыдущим днем,Задача: Рост продаж по сравнению с предыдущим днем | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
145,/problems/locations-of-students,Расположение студентов после пересадки,Задача: Расположение студентов после пересадки | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
146,/problems/rank-scores,Проранжировать баллы,Задача: Проранжировать баллы | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
147,/problems/at-least-three-values-in-a-row,Не менее трех значений подряд,Задача: Не менее трех значений подряд | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
148,/problems/second-salary,Вторая по размеру зарплата,Задача: Вторая по размеру зарплата | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
149,/tests/data-structures-2,Тест по структурам данных: Часть 2,Тест: Структуры данных - Часть 2 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
199,/problems/company-cheques-by-dates,SQL. ДЗ 4: GROUP BY. Задание 4: Чеки за период дат,SQL. ДЗ 4: GROUP BY. Задание 4: Чеки за период дат,,
151,/tests/numpy-2,Тест по Numpy: Часть 2,Тест: NumPy - Часть 2 | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
152,/tests/python-standard-library,Тест по стандартной библиотеке Python,Тест: Стандартная библиотека Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
153,/problems/oop-check-fatal-deal,ООП: Проверить фатальность сделки,Задача: ООП - Проверить фатальность сделки | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
154,/problems/oop-singleton-reader,ООП: Шаблон Синглтон,Задача: ООП - Шаблон Синглтон | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
155,/problems/oop-custom-int,ООП: Кастомный класс целых чисел,Задача: ООП - Кастомный класс целых чисел | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
156,/problems/oop-person-add,ООП: Задача о сложении людей,Задача: ООП - Задача о сложении людей | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
157,/problems/repeat-decorator,Декоратор для контроля уникальности аргументов,Задача: Декоратор для контроля уникальности аргументов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
158,/problems/time-decorator,Декоратор для замера времени,Задача: Декоратор для замера времени | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
159,/problems/sedative-decorator,Декоратор для предотвращения ошибок,Задача: Декоратор для предотвращения ошибок | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
160,/tests/math-lib-python-1,Тест: Библиотека math в Python,Тест: Модуль math в Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
161,/tests/collections-module-python-1,Тест: Модуль collections в Python,Тест: Модуль collections в Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
162,https://github.com/IT-Resume/contribution/issues/new?template=problems.md,Предложить задачу на платформу,Предложить задачу на платформу,Предложить задачу на платформу,
163,https://github.com/IT-Resume/bugs/issues/new?template=bug.md,Сообщить о баге,Сообщить о баге,Сообщить о баге,
164,referal,Рефералка,Рефералка,Рефералка,
165,/problems/pandas-sales-inc,Pandas: Динамика продаж,Задача: Pandas - Динамика продаж | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
166,https://github.com/IT-Resume/contribution/issues/new?template=tests.md,Предложить тест на платформу,Предложить тест на платформу,Предложить тест на платформу,
167,/problems/calc-mean-time-on-page-pandas,Pandas: Рассчитать среднее время пребывания на странице,Задача: Pandas - Рассчитать время пребывания на странице | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
168,/problems/pandas-vlookup,Pandas: Объединить датафреймы по ключу,Задача: Pandas - Объединить датафреймы по ключу | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
169,/materials/file/7-python-mistakes,"7 ошибок в коде на Python, которые нужно исправить","7 ошибок в коде на Python, которые нужно исправить | IT Resume","Программируете на Python? Скачайте наш гайд и проверьте - не совершаете ли Вы ошибки, аки начинающий джун 😉",
200,/problems/company-find-duplicates-with-grouping,SQL. ДЗ 4: GROUP BY. Задание 5: Поиск дублей группировкой,SQL. ДЗ 4: GROUP BY. Задание 5: Поиск дублей группировкой,,
170,/problems/pandas-sales-agg,Pandas: Агрегирование продаж и возвратов,Задача: Pandas - Агрегирование продаж и возвратов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
171,/problems/counties-without-sales,"Найти округа, в которых не было покупок","Задача: Найти округа, в которых не было покупок | IT Resume","Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
172,/problems/decreade-price-for-specific-goods,Снизить цену для отмеченных товаров,Задача: Снизить цену для отмеченных товаров | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
173,/problems/find-all-different-clients-pairs,Найти все пары различных клиентов,Задача: Найти все пары различных клиентов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
174,/problems/company-price-between,SQL. ДЗ 1: SELECT. Задание 1: Анализы в диапазоне цен,SQL. ДЗ 1: SELECT. Задание 1: Анализы в диапазоне цен,,
175,/problems/company-distinct-id,SQL. ДЗ 1: SELECT. Задание 2: Уникальные типы анализов,SQL. ДЗ 1: SELECT. Задание 2: Уникальные типы анализов,,
176,/problems/company-older-clients,SQL. ДЗ 1: SELECT. Задание 3: Возраст клиентов,SQL. ДЗ 1: SELECT. Задание 3: Возраст клиентов,,
177,/problems/company-mobile-starts-with,SQL. ДЗ 1: SELECT. Задание 4: Начало телефонного номера,SQL. ДЗ 1: SELECT. Задание 4: Начало телефонного номера,,
178,/problems/company-mobile-ends-with,SQL. ДЗ 1: SELECT. Задание 5: Конец телефонного номера,SQL. ДЗ 1: SELECT. Задание 5: Конец телефонного номера,,
179,/problems/company-name-contains-blood,SQL. ДЗ 1: SELECT. Задание 6: Поиск по слову в названии,SQL. ДЗ 1: SELECT. Задание 6: Поиск по слову в названии,,
180,/problems/company-calc-markup,SQL. ДЗ 1: SELECT. Задание 7: Расчет наценки,SQL. ДЗ 1: SELECT. Задание 7: Расчет наценки,,
181,/problems/company-find-mistake,SQL. ДЗ 1: SELECT. Задание 8: Найти ошибку в запросе,SQL. ДЗ 1: SELECT. Задание 8: Найти ошибку в запросе,,
182,/problems/company-odd-ids,SQL. ДЗ 1: SELECT. Задание 9: Нечетные ID,SQL. ДЗ 1: SELECT. Задание 9: Нечетные ID,,
183,/problems/company-filter-and-order-selling-price,SQL. ДЗ 1: SELECT. Задание 10: Фильтр и сортировка розничной цены,SQL. ДЗ 1: SELECT. Задание 10: Фильтр и сортировка розничной цены,,
184,/problems/company-complex-order,SQL. ДЗ 1: SELECT. Задание 11: Смешанная сотрировка,SQL. ДЗ 1: SELECT. Задание 11: Смешанная сотрировка,,
185,/problems/company-not-equals-filter,SQL. ДЗ 2: WHERE. Задание 1: Фильтр строк неравенством,SQL. ДЗ 2: WHERE. Задание 1: Фильтр строк неравенством,,
186,/problems/company-word-length-filter,SQL. ДЗ 2: WHERE. Задание 2: Фильтр по длине слов,SQL. ДЗ 2: WHERE. Задание 2: Фильтр по длине слов,,
187,/problems/company-combine-conditions,SQL. ДЗ 2: WHERE. Задание 3: Комбинирование условий фильтрации,SQL. ДЗ 2: WHERE. Задание 3: Комбинирование условий фильтрации,,
188,/problems/company-seek-from-list,SQL. ДЗ 2: WHERE. Задание 4: Поиск значений из списка,SQL. ДЗ 2: WHERE. Задание 4: Поиск значений из списка,,
189,/problems/company-not-null-values,SQL. ДЗ 2: WHERE. Задание 5: Отсутствие пропусков,SQL. ДЗ 2: WHERE. Задание 5: Отсутствие пропусков,,
190,/problems/company-regexp-where,SQL. ДЗ 2: WHERE. Задание 6: Регулярные выражения,SQL. ДЗ 2: WHERE. Задание 6: Регулярные выражения,,
191,/problems/company-except,SQL. ДЗ 3: JOIN. Задание 1: Смоделировать EXCEPT через JOIN,SQL. ДЗ 3: JOIN. Задание 1: Смоделировать EXCEPT через JOIN,,
192,/problems/company-categories-that-not-sold,"SQL. ДЗ 3: JOIN. Задание 2: Категории анализов, которые не заказывали","SQL. ДЗ 3: JOIN. Задание 2: Категории анализов, которые не заказывали",,
193,/problems/company-filter-markup-and-group,SQL. ДЗ 3: JOIN. Задание 3: Фильтр по наценке и по группе,SQL. ДЗ 3: JOIN. Задание 3: Фильтр по наценке и по группе,,
194,/problems/company-min-lexic-value,SQL. ДЗ 3: JOIN. Задание 4: Минимальное значение по лексикографическому принципу,SQL. ДЗ 3: JOIN. Задание 4: Минимальное значение по лексикографическому принципу,,
195,/problems/company-trans-join,SQL. ДЗ 3: JOIN. Задание 5: Транзитивная связь,SQL. ДЗ 3: JOIN. Задание 5: Транзитивная связь,,
196,/problems/company-cheques-by-employee,SQL. ДЗ 4: GROUP BY. Задание 1: Количество чеков по сотрудникам,SQL. ДЗ 4: GROUP BY. Задание 1: Количество чеков по сотрудникам,,
197,/problems/company-employee-with-max-accruals,SQL. ДЗ 4: GROUP BY. Задание 2: Сотрудники с максимальными накоплениями,SQL. ДЗ 4: GROUP BY. Задание 2: Сотрудники с максимальными накоплениями,,
284,/problems/python_magic_methods,Магические методы,Задача: Магические методы,-,
201,/problems/company-agg-filter,SQL. ДЗ 4: GROUP BY. Задание 6: Фильтрация агрегированных значений,SQL. ДЗ 4: GROUP BY. Задание 6: Фильтрация агрегированных значений,,
202,/problems/company-second-and-third-employee,SQL. ДЗ 4: GROUP BY. Задание 7: Второй и третий сотрудник,SQL. ДЗ 4: GROUP BY. Задание 7: Второй и третий сотрудник,,
203,/problems/company-cumsum,SQL. ДЗ 5: Оконные функции. Задание 1: Нарастающий итог,SQL. ДЗ 5: Оконные функции. Задание 1: Нарастающий итог,,
204,/problems/company-row-numbers,SQL. ДЗ 5: Оконные функции. Задание 2: Нумерация строк чека,SQL. ДЗ 5: Оконные функции. Задание 2: Нумерация строк чека,,
205,/problems/company-rank-with-ties,SQL. ДЗ 5: Оконные функции. Задание 3: Ранжирование с разрывами,SQL. ДЗ 5: Оконные функции. Задание 3: Ранжирование с разрывами,,
206,/problems/company-rank-without-ties,SQL. ДЗ 5: Оконные функции. Задание 4: Ранжирование без разрывов,SQL. ДЗ 5: Оконные функции. Задание 4: Ранжирование без разрывов,,
207,/problems/company-next-and-prev,SQL. ДЗ 5: Оконные функции. Задание 5: Следующее/предыдущее значение,SQL. ДЗ 5: Оконные функции. Задание 5: Следующее/предыдущее значение,,
208,/problems/company-next-and-prev1,SQL. ДЗ 6: Сложные подзапросы. Задание 1: Прирост начислений,SQL. ДЗ 6: Сложные подзапросы. Задание 1: Прирост начислений,,
209,/problems/company-next-and-prev2,SQL. ДЗ 6: Сложные подзапросы. Задание 2: Среднее значение транзакций,SQL. ДЗ 6: Сложные подзапросы. Задание 2: Среднее значение транзакций,,
210,/blog/fizz-buzz-test,Гроза собеседований: Задача Fizz Buzz,Статья: Гроза собеседований - Задача Fizz Buzz | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
211,/blog/python-7-zip-levels,7 уровней использования функции zip в Python,Статья: 7 уровней использования функции zip в Python | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
212,/codecoins,CodeCoins,CodeCoins | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
213,/legal/privacy,Политика конфиденциальности, Политика конфиденциальности | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
214,/iphone,яблоко,яблоко,яблоко,
215,/problems/jumping-on-clouds,По дороге с облаками,Задача: По дороге с облаками | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
216,/problems/liza-and-her-math-book,Лиза и ее учебник математики,Задача: Лиза и ее учебник математики | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
217,/problems/sf-education-numpy-array-create,Numpy. ДЗ 1: Создание массива из списка,Numpy. ДЗ 1: Создание массива из списка,,
218,/problems/sf-education-numpy-size-and-shape,Numpy. ДЗ 1: Форма и размер массива,Numpy. ДЗ 1: Форма и размер массива,,
219,/problems/sf-education-numpy-indexing-and-slicing,Numpy. ДЗ 1: Индексация массива и срезы,Numpy. ДЗ 1: Индексация массива и срезы,,
220,/problems/sf-education-numpy-stats,Numpy. ДЗ 1: Статистическая обработка массива,Numpy. ДЗ 1: Статистическая обработка массива,,
221,/problems/sf-education-numpy-seek-argmax,Numpy. ДЗ 1: Поиск аргумента максимума,Numpy. ДЗ 1: Поиск аргумента максимума,,
222,/problems/sf-education-numpy-cumsum,Numpy. ДЗ 1: Кумулятивная сумма,Numpy. ДЗ 1: Кумулятивная сумма,,
223,/problems/sf-education-numpy-matrix-transformations,Numpy. ДЗ 2: Множественные преобразования матриц,Numpy. ДЗ 2: Множественные преобразования матриц,,
224,/problems/sf-education-numpy-create-range-and-expand-dim,Numpy. ДЗ 2: Создание интервала и расширение размерности,Numpy. ДЗ 2: Создание интервала и расширение размерности,,
225,/problems/sf-education-numpy-array-concat,Numpy. ДЗ 2: Конкатенация и очистка массивов,Numpy. ДЗ 2: Конкатенация и очистка массивов,,
226,/problems/sf-education-numpy-copy-and-condition-seek,Numpy. ДЗ 2: Копирование массива и поиск элементов по условиям,Numpy. ДЗ 2: Копирование массива и поиск элементов по условиям,,
227,/problems/sf-education-numpy-random-numbers-flatten,Numpy. ДЗ 2: Случайные числа и плоские массивы,Numpy. ДЗ 2: Случайные числа и плоские массивы,,
285,/problems/int_create,Создание числовой переменной,Задача: Создание числовой переменной,-,
286,/problems/identify_type,Опеределение типа переменной,Задача: Определение типа переменных,-,
228,/problems/avito-weekend-offer-find-median,[Avito Weekend Offer] Найти медиану,Задача: [Avito Weekend Offer] Найти медиану | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
229,/problems/avito-weekend-offer-pure-intersection,[Avito Weekend Offer] Пересечение без дубликатов,Задача: [Avito Weekend Offer] Пересечение без дубликатов | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
230,/problems/alpha-bank-purchases-after-10-october,[Тестовое Альфа-банк] Покупки товара после 10 октября ,Задача: [Тестовое Альфа-банк] Покупки товаров после 10 октября | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
231,/problems/alpha-bank-phone-tula-purchases,[Тестовое Альфа-банк] Покупки телефонов в Туле по месяцам,Задача: [Тестовое Альфа-банк] Покупки телефонов в Туле по месяцам | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
232,/problems/alpha-bank-avg-5th-purchase-price,[Тестовое Альфа-банк] Средняя стоимость 5 покупки,Задача: [Тестовое Альфа-банк] редняя стоимость 5 покупки | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
233,/materials/file/algorithms-complexity-cheatsheet,Шпаргалка: Сложность алгоритмов за 5 минут,Шпаргалка: Сложность алгоритмов за 5 минут | IT Resume,"Пишете код? Скачайте нашу шпаргалку по сложности алгоритмов, чтобы раз и навсегда разобраться в этой непростой теме!",
234,/history,История транзакций,История транзакций,История транзакций,
235,/tests/test-business-analytics,Тестовое задание для бизнес-аналитика,Тестовое задание для бизнес-аналитика | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Потренируйтесь на наших тестах по программированию, базам данных и аналитике 😉",
236,/problems/sber-prime-factorization,[СБЕР: Junior DE & DS] Разложение на простые множители,Задача: [СБЕР: Junior DE & DS] Разложение на простые множители | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике 😉",
237,/blog/article1,article,article,article,
238,/blog/cv-how-to,Как продать себя в два раза дороже: правила написания резюме,Как продать себя в два раза дороже: правила написания резюме,Как продать себя в два раза дороже: правила написания резюме,
239,/problems/monthly_to_quarterly,Найти суммы по кварталам,Задача: Найти суммы по кварталам | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
240,/problems/eliminate_duplicates,Удаление дубликатов в списке,Задача: Удаление дубликатов в списке | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
241,/problems/frequency_counter,Счётчик частот упоминаний,Задача: Счётчик частот упоминаний | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
242,/problems/sum_of_vectors,Сумма векторов в n-мерном пространстве,Задача: Сумма векторов в n-мерном пространстве | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
243,/problems/flatten_list,Сделать вложенный список плоским,Задача: Сделать вложенный список плоским | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
244,/problems/command_list,Вывести список обработанных команд,Задача: Вывести список обработанных команд | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
245,/problems/regex_format_month,Заменить формат даты в строке,Задача: Заменить формат даты в строке | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике?",
246,/problems/regex_format_phones,Проверить корректность номера телефона,Задача: Проверить корректность номера телефона | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
247,/problems/regex_date_range,Даты с учетом диапазонов дней и месяцев,Задача: Даты с учетом диапазонов дней и месяцев | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
248,/problems/regex_no_http,Вернуть URL без схемы,Задача: Вернуть URL без схемы | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
249,/problems/regex_ini_param,Вернуть типы и значения параметров,Задача: Вернуть типы и значения параметров | IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
250,/problems/if_range_limit,Ограничить число границами диапазона,Задача: Ограничить число границами диапазона | IT Resume,-,
251,/problems/if_case_guard,Аналог switch-case в языке Python,Задача: Аналог switch-case в языке Python,-,
252,/problems/if_none,Правильно обработать None,Задача: Правильно обработать None,-,
253,/problems/if_num_segment,Вычислить границы диапазона,Задача: Вычислить границы диапазона,-,
254,/problems/if_pre_max_cycle,Найти максимальное значение меньше заданного,Задача: Найти максимальное значение меньше заданного,-,
255,/problems/if_pre_max_list,Найти максимальное значение меньше заданного [2],Задача: Найти максимальное значение меньше заданного,-,
256,/problems/list_check_type,Проверка на список,Задача: Проверка на список,-,
257,/problems/list_get_by_index,Получить значение списка по индексу,Задача: Получить значение списка по индексу,-,
258,/problems/list_of_lists_reorder,Изменить структуру списка списков,Задача: Изменить структуру списка списков,-,
259,/problems/list_insert,Расширить список с заданной позиции,Задача: Расширить список с заданной позиции,-,
260,/problems/list_compr_range,Сгенерировать список значений в заданном интервале,Задача: Сгенерировать список значений в заданном интервале,-,
261,/problems/list_compr_range_cond,Сгенерировать список чисел в заданном интервале [2],Задача: Сгенерировать список чисел в заданном интервале,-,
262,/problems/list_add_num,Прибавить число к каждому элементу списка,Задача: Прибавить число к каждому элементу списка,-,
263,/problems/join_dicts,Объединение словарей,Задача: Объединение словарей,-,
264,/problems/update_dict,Пополнение словаря,Задача: Пополнение словаря,-,
265,/problems/count_freq,Частота элементов,Задача: Частота элементов,-,
266,/problems/get_elem,Правильное получение элемента словаря,Задача: Правильное получение элемента словаря,-,
267,/problems/sort_dict,Сортировка словаря,Задача: Сортировка словаря,-,
268,/problems/find_unique,Уникальные элементы списка,Задача: Уникальные элементы списка,-,
269,/problems/flat_tuple,Кортеж из списков,Задача: Кортеж из списков,-,
270,/problems/sum_with_condition,Сумма с условием,Задача: Сумма с условием,-,
271,/problems/array_cond_processing,Обработка массива по условию,Задача: Обработка массива по условию,-,
272,/problems/dict_creation,Формирование словаря,Задача: Формирование словаря,-,
273,/problems/args_processing,Именованные и позиционные аргументы,Задача: Именованные и позиционные аргументы,-,
274,/problems/str_mul,Аргументы по умолчанию,Задача: Аргументы по умолчанию,-,
275,/problems/find_max,Лямбда-функции и reduce,Задача: Лямбда-функции и reduce,-,
276,/problems/err_processing,Обработка исключений [1],Задача: Обработка исключений [1],-,
277,/problems/full_err_processing,Обработка исключений [2],Задача: Обработка исключений [2],-,
278,/problems/class_constructor_and_attributes,Конструктор класса и атрибуты,Задача: Конструктор класса и атрибуты,-,
279,/problems/methods_in_class,Методы в классе,Задача: Методы в классе,-,
280,/problems/virtual_method,Виртуальный метод,Задача: Виртуальный метод,-,
281,/problems/python_inheritance_basics,Основы наследования,Задача: Основы наследования,-,
282,/problems/methods_redefine,Переопределение методов,Задача: Переопределение методов,-,
283,/problems/python_polymorphism,Полиморфизм,Задача: Полиморфизм,-,
287,/problems/exp_to_float,Экспоненциальная запись числа,Задача: Экспоненциальная запись числа,-,
288,/problems/round_float,Округление числа,Задача: Округление числа,-,
289,/problems/floor_float,Округление вниз,Задача: Округление вниз,-,
290,/problems/complex_numbers,Создание комплексных чисел,Задача: Создание комплексных чисел,-,
291,/problems/real_image_parts,Выделение мнимой и действительной части,Задача: Выделение мнимой и действительной части,-,
292,/problems/complex_conjugate,Нахождение комплексно-сопряженного,Задача: Нахождение комплексно-сопряженного,-,
293,/problems/cast_types,Конвертация типов,Задача: Конвертация типов,-,
294,/problems/math_operators,Использование сокращенных операторов,Задача: Использование сокращенных операторов,-,
295,/problems/create_string,Создание строки,Задача: Создание строки,-,
296,/problems/mul_string,Умножение строк,Задача: Умножение строк,-,
297,/problems/concat_string,Конкатенация строк,Задача: Конкатенация строк,-,
298,/problems/convert_to_string,Конвертация в строку,Задача: Конвертация в строку,-,
299,/problems/convert_from_string,Конвертация из строки,Задача: Конвертация из строки,-,
300,/problems/string_length,Нахождение длины строки,Задача: Нахождение длины строки,-,
301,/problems/quoted_string,Создание строк с кавычками,Задача: Создание строк с кавычками,-,
302,/problems/escape_strings,Строки с экранированием,Задача: Строки с экранированием,-,
303,/problems/multi_line_strings,Создание многострочных строк,Задача: Создание многострочных строк,-,
304,/problems/f_strings,F-строки,Задача: F-строки,-,
305,/problems/format_string,Форматирование строки,Задача: Форматирование строки,-,
306,/problems/strip_string,Стрип строки,Задача: Стрип строки,-,
307,/problems/split_string,Сплит строки,Задача: Сплит строки,-,
308,/problems/string_register,Регистр букв в строке,Задача: Регистр букв в строке,-,
309,/problems/string_join_split,Сцепка строк,Задача: Сцепка строк,-,
310,/problems/string_start_end,Начало и конец строки,Задача: Начало и конец строки,-,
311,/problems/find_string,Поиск подстроки,Задача: Поиск подстроки,-,
312,/problems/string_slicing,Слайсинг строки,Задача: Слайсинг строки,-,
313,/problems/string_reverse,Реверс строки,Задача: Реверс строки,-,
314,/problems/string_replace,Замена подстроки,Задача: Замена подстроки,-,
315,/problems/string_complex,Комплексная работа со строками,Задача: Комплексная работа со строками,-,
316,/account/cv ,Новое резюме,Новое резюме,Новое резюме,
317,/blog/sql-coalesce,Синтаксический сахар SQL: функция COALESCE,Статья: Синтаксический сахар SQL - функция COALESCE,Статья: Синтаксический сахар SQL - функция COALESCE,
320,/tests/sql-checkup,Тест: SQL Checkup,Тест: SQL Checkup / IT Resume,"Готовитесь к собеседованию или хотите прокачать свои навыки? Попробуйте решить наши задачки по программированию, базам данных и аналитике ?",
